year,odometer,manufacturer_id,fuel_id,transmission_id,type_id,age_car,price
2009,230176,2,3,0,1,16,220863.02824411454
1998,30458,1,2,0,0,27,194184.2444207573
2008,145784,2,1,1,0,17,219672.72463546574
2010,181694,7,2,1,1,15,247538.59590367833
2005,220232,4,0,1,2,20,200930.16551315133
2002,224490,6,0,0,5,23,204617.26621387992
2000,107790,0,1,0,3,25,190021.67879714206
2003,30088,3,2,1,3,22,229478.08168244993
2011,39490,2,1,0,1,14,264648.5666134627
2001,291067,1,3,0,4,24,179083.13536748182
2004,48273,2,0,0,5,21,233004.6552956757
2015,113458,5,1,1,1,10,271210.6355882504
2009,142387,6,2,1,2,16,239233.24679999222
2010,159838,0,2,0,2,15,231170.5562249232
2021,138932,6,1,1,1,4,300079.26208268123
2019,105041,1,3,0,2,6,276717.9198383801
2000,58370,4,2,0,4,25,207018.31020861358
2001,197395,6,3,0,0,24,198773.58239626238
2005,153660,1,1,0,4,20,203306.68225151178
2019,154657,0,0,0,3,6,262300.36724905006
2019,250079,2,2,1,0,6,253651.2960345757
2008,181623,3,3,0,5,17,218284.96271746038
2010,239859,3,2,1,2,15,227635.3878299884
2002,111290,5,3,1,0,23,207019.10371411266
2013,181600,6,1,0,3,12,252092.30389831492
2008,290792,2,0,1,2,17,201710.81251915832
2011,131808,1,0,0,4,14,238274.7482773355
2022,134693,5,3,1,3,3,305731.69051445497
2019,230466,4,3,0,1,6,271170.9745330185
1998,94192,3,2,1,5,27,188241.76613807588
2000,145505,1,3,1,5,25,193223.35681680698
2017,226277,0,1,0,3,8,257400.92471114517
2013,240402,6,2,1,1,12,254545.4380808362
2017,62931,7,2,0,5,8,300269.0787441579
2006,228209,4,0,0,2,19,212614.42435855453
2015,150455,2,0,0,2,10,268123.9470991392
2007,86030,4,1,0,3,18,246574.14446700364
2022,273207,5,0,0,0,3,284924.3112896797
2013,198240,5,1,0,2,12,244066.3714242001
2015,64798,7,3,1,2,10,289425.3135035927
2022,299606,0,1,1,3,3,268565.6630190577
2004,56634,5,3,1,5,21,228555.32983851517
2001,243052,4,3,1,2,24,181947.26816489105
2017,185498,7,3,0,2,8,272494.8550783062
2021,62419,1,1,0,2,4,298295.06684958824
2006,198468,5,2,1,3,19,230443.81233517232
2003,221057,2,2,0,3,22,196410.02296065688
2015,71157,2,2,1,3,10,269972.0471256451
2008,60460,5,0,0,2,17,252698.34558523417
2010,195537,6,1,1,1,15,233972.34856121297
2006,129748,6,3,0,4,19,233793.205323548
2019,33961,7,2,1,0,6,307998.2950600091
2007,140729,1,3,0,5,18,229629.2294390345
2018,291431,4,1,0,2,7,255724.1542802249
2012,29681,1,0,0,0,13,269018.8720828841
2017,127279,2,2,0,4,8,269970.22854961164
2000,171940,5,2,0,0,25,203930.16786920134
2011,86792,4,3,0,1,14,254751.27635542236
1999,238666,6,1,0,4,26,187221.6025252681
2008,253958,0,0,1,2,17,207297.52307399854
2019,220475,4,0,1,5,6,269659.75798188354
2003,268496,0,0,1,4,22,182044.97617601647
1999,259353,3,1,0,0,26,169944.7589162271
2013,270512,3,2,1,0,12,240531.27835050964
2021,253676,2,3,0,3,4,266322.08247911243
2016,155181,7,1,1,1,9,281868.84500491555
2010,65876,1,0,0,2,15,246941.47619795366
2013,89084,6,0,0,1,12,270724.3059556201
2009,180677,7,1,1,4,16,249985.7614257655
2009,264881,3,3,1,0,16,220891.92425124164
2000,253880,2,2,1,2,25,174465.00835488646
2019,51509,0,3,0,2,6,282515.84500292805
2019,47041,2,2,0,4,6,282279.5462125683
2005,42709,1,1,0,4,20,222907.82849249966
2009,167868,4,3,0,2,16,232436.37055842803
2006,54140,0,1,1,0,19,224514.06470203676
2017,212197,6,2,1,1,8,278038.8845454168
2016,127151,6,2,0,2,9,278707.4357613738
2017,50356,2,0,1,3,8,272622.2486271903
2004,253054,4,3,1,3,21,196024.4825454127
2010,212192,4,0,1,1,15,223098.8340883421
2011,197856,6,1,0,3,14,242271.28420922568
2014,234256,5,2,1,3,11,247004.91073321042
2014,56300,3,3,1,0,11,270590.5972287838
2019,141679,4,0,1,5,6,290161.713290165
2004,111447,0,2,0,1,21,199971.72606340697
2014,257850,6,0,1,3,11,251165.0796475843
2009,208323,5,0,1,2,16,238794.35188554786
2001,272069,6,2,0,3,24,186257.58722357542
2006,221579,7,1,1,4,19,218436.52505216224
2000,123686,7,1,1,4,25,209541.29051724586
2010,251147,2,2,1,3,15,223554.06775958784
2014,258571,1,0,1,1,11,240913.81828095904
2007,228131,4,0,0,2,18,220169.469179927
2004,124677,3,0,1,1,21,226278.52487148825
2000,69396,4,3,1,4,25,203721.95515241745
2012,298578,6,2,0,0,13,243084.28556877986
2006,105605,5,3,0,0,19,231034.5580519327
2006,189260,6,1,0,5,19,218492.3759358125
1999,194020,1,2,1,3,26,178410.21644499784
2011,271571,7,3,1,3,14,233711.49467158935
2003,202316,0,3,0,5,22,187233.78480013792
2022,97980,6,0,0,3,3,314551.6739203467
2018,247034,5,2,0,1,7,268414.94595500384
2003,145976,7,1,0,2,22,225104.8974985756
2020,24269,2,3,0,3,5,297097.6464385844
2002,268303,6,0,1,1,23,188001.92106734778
2020,185421,2,3,0,0,5,274962.3385343453
2001,123029,3,0,0,0,24,191165.97424500837
2005,76002,2,1,0,4,20,218735.2390009684
1998,180987,3,2,1,0,27,173518.3349012608
2017,268946,6,2,0,3,8,268933.16999041446
2018,257524,3,3,0,3,7,260660.98117718686
2007,163447,1,2,1,2,18,219045.73613804264
2014,105166,4,0,1,3,11,258729.22328960174
2020,127477,4,3,1,4,5,299820.78223815846
2019,284249,2,2,1,1,6,253163.82142198482
2020,107857,0,2,0,1,5,280066.5230859168
2015,37492,4,3,1,1,10,279327.0135005956
2017,145292,3,1,0,4,8,279033.12708260946
2002,189221,2,2,1,5,23,185109.88850205636
2007,211991,4,1,0,2,18,221242.7647340829
2013,65149,1,2,1,2,12,260944.13543780785
2019,270537,1,1,1,3,6,255731.75647017066
1999,74081,7,1,0,0,26,222418.22473354114
2020,239750,4,1,0,0,5,275231.2851068376
2004,81992,0,2,1,5,21,219962.80613433174
2006,166224,2,3,1,1,19,215157.4724653281
2001,200525,7,3,1,5,24,200916.09727377683
2011,210278,2,1,1,0,14,225413.1806858965
2014,207718,0,2,1,3,11,241095.56769746324
2008,233323,6,0,0,5,17,235268.88034428464
2006,279429,0,1,1,4,19,198691.7862872941
2000,171628,0,1,0,1,25,181450.62531077774
2018,240043,6,1,1,4,7,272123.54501055664
2006,34093,7,0,1,4,19,261551.7986708047
2014,175090,5,3,0,0,11,266872.7089969916
1999,231124,1,3,1,4,26,164862.86938334184
2012,83250,1,3,0,1,13,248210.02656081412
1999,199153,4,3,0,2,26,175260.00742369503
2013,280391,7,0,0,5,12,239233.30574693656
2014,294946,7,2,0,0,11,241176.68483745333
2017,241211,6,1,1,5,8,267151.60505643836
2016,177202,0,2,0,4,9,254195.12747683638
2003,178991,0,0,0,3,22,196818.78538071373
2019,252771,1,0,0,1,6,259112.50526796092
2002,174226,7,3,1,1,23,218519.11284283438
2006,288972,6,3,1,0,19,203381.38570899508
1999,125612,1,1,0,1,26,184388.26866369066
2001,212750,6,1,1,0,24,198698.22292051883
2016,231265,7,3,1,0,9,269833.094682577
2011,226019,5,0,0,0,14,232718.079586972
2009,138184,0,0,1,0,16,223735.4054966701
2015,252885,2,0,1,0,10,241569.10000091346
2006,208184,7,0,0,2,19,220188.71385735282
2011,127493,0,1,1,2,14,229260.0674752308
2015,198825,7,1,1,5,10,265153.63884642144
2004,124055,3,3,0,4,21,217515.21453094392
2019,164574,5,0,0,5,6,283937.4165515824
2001,20594,5,1,0,5,24,225109.8913708332
1998,249037,3,1,1,4,27,163901.86396613246
2022,25409,0,0,1,0,3,300654.7931228772
2013,210580,0,2,0,2,12,244926.90357370194
2000,48880,4,3,0,1,25,215621.6161771304
2005,272874,7,3,0,3,20,207815.00847501
2008,254207,7,0,0,3,17,226600.46037796224
2001,84213,0,0,1,2,24,191040.83642304628
2022,116742,7,1,0,1,3,313571.6112023061
2008,252815,6,3,0,5,17,224811.98068240067
2008,272295,6,3,1,0,17,227563.33944818043
2019,225304,6,1,0,5,6,270027.5678497214
2007,28293,5,0,1,3,18,253163.57646342565
2016,78214,6,0,0,3,9,283569.50708604
2022,140200,6,0,1,5,3,304427.935746883
2017,150289,2,3,0,4,8,268130.969999032
1998,137901,6,3,0,0,27,194980.8542903761
2003,288474,1,0,0,2,22,184244.1891360729
2001,201591,5,2,1,5,24,193829.9253441311
2012,255312,5,3,1,4,13,244378.88763466614
2009,251553,0,3,0,0,16,211655.38168301253
2001,269906,3,2,1,1,24,181477.28875126905
2012,202077,6,1,1,5,13,248525.45122848803
2022,237110,4,3,0,2,3,287354.0661753665
2008,155935,5,0,1,0,17,235376.1590193983
2016,144536,3,2,0,1,9,254864.1607720214
2015,218941,3,2,0,3,10,241171.06127261824
1998,38510,6,1,1,0,27,223579.07024050748
2015,248500,4,0,1,4,10,247158.78610233145
2020,177254,5,2,1,5,5,281658.1027440695
2006,186875,7,1,1,3,19,228470.87100998222
2015,187407,5,2,1,3,10,263779.76211595663
2001,59472,7,1,0,2,24,222646.70935416667
2011,98785,6,2,1,5,14,266310.2220248413
2017,222655,5,0,0,1,8,263570.6678896476
2018,286213,1,2,1,1,7,260893.6218161035
2015,113764,6,2,0,4,10,270363.08979708824
2006,67321,3,3,0,5,19,239204.24873199186
2019,59798,3,3,1,1,6,288065.8766866178
2004,270399,4,0,0,3,21,204430.03694131566
2010,226415,2,0,0,2,15,222288.89105377626
2016,261653,6,3,0,5,9,257530.46432176034
1998,30513,3,0,0,2,27,205485.59284429657
2005,51863,7,3,1,1,20,245609.2263402706
2003,277185,6,0,0,3,22,200558.21060926528
2009,292166,0,1,1,4,16,210474.9189809582
2006,103533,1,3,0,5,19,219046.6460664212
1999,126235,2,2,0,5,26,194559.64238413196
2016,150541,0,1,0,4,9,260906.53576959774
2006,138282,6,3,0,3,19,234305.93107200458
2022,252482,1,0,1,0,3,265579.30040890066
1998,111959,5,1,0,2,27,188228.31665832794
2004,247853,2,3,0,0,21,197532.04920890395
2008,60164,4,3,0,2,17,248547.60247117488
2016,76353,3,1,0,5,9,272126.7206928649
2008,297243,5,1,0,0,17,221937.18785172343
2018,209739,1,0,1,4,7,267004.5560126096
2020,272944,1,1,0,3,5,258954.36854529
2008,240312,0,2,1,3,17,206838.08121792172
2002,172901,4,1,1,2,23,196992.05717761937
2010,152873,4,0,0,3,15,247899.82407093912
2009,180420,5,0,1,3,16,236627.33592830994
2012,150023,4,0,1,5,13,250715.35138951687
2006,65606,4,0,0,4,19,238148.40091163377
2001,272956,4,3,1,4,24,180008.3797613024
2008,102610,4,3,1,5,17,237336.76981834706
2013,150091,6,1,1,2,12,264421.1170519055
2017,175581,1,3,1,4,8,261016.7351770474
2000,70374,2,3,1,5,25,203582.38425471552
2000,40412,4,2,1,0,25,216230.18169459503
2015,201411,7,0,0,4,10,272215.03410133714
2002,294535,2,2,0,2,23,173039.194604249
2013,188587,0,2,0,2,12,239468.31086709784
2022,164591,1,3,0,2,3,289608.74155102664
2019,210909,1,1,0,5,6,262562.0177766201
2004,151233,6,0,1,2,21,218622.88856417855
2006,216217,6,1,1,1,19,214558.86688722554
2016,265133,5,0,0,4,9,241863.39141913454
2005,24854,5,2,1,5,20,242304.9432856769
2014,242540,0,2,0,0,11,228399.67345704962
2001,181985,5,0,1,4,24,198680.9452356416
2008,157331,2,0,0,0,17,221810.75978475233
2006,66494,7,3,0,0,19,255895.81097109482
2017,35796,6,3,1,4,8,287604.2865671014
2020,105656,4,0,1,2,5,289611.98543713684
2002,26403,6,0,0,3,23,226757.66845573968
2011,23534,7,1,0,4,14,271677.2627363204
2000,36945,3,1,1,2,25,214882.8889506979
2001,69539,5,1,0,5,24,212043.00130808062
2006,60178,1,2,0,1,19,234315.5591876399
2020,20448,4,0,1,5,5,308011.9771551234
2013,79911,6,3,1,3,12,270442.12774729286
2020,84542,0,2,1,1,5,282178.0101167683
2002,47466,4,3,0,2,23,226310.8833279641
2013,131150,7,1,1,4,12,263470.6854590897
1999,128692,0,2,0,4,26,180040.7820743122
2003,35674,7,2,1,0,22,231318.17122959445
2021,175624,5,1,1,5,4,290491.97186841007
1998,212239,6,0,0,1,27,187704.5168199055
2006,57177,6,2,0,1,19,249816.48252599264
2000,33523,6,2,0,5,25,222497.63012907913
2012,221849,3,1,1,5,13,236432.99592921202
2002,218087,4,0,1,1,23,189945.10149222257
2020,297164,4,2,1,4,5,263385.15426940523
2002,119324,7,1,1,1,23,217967.06846451032
1999,53059,6,0,0,0,26,211188.9371098394
2018,233648,1,0,0,0,7,262224.63217324193
2013,65529,4,2,1,5,12,266512.28214759927
2003,129756,6,0,0,4,22,225939.05801529135
2004,293719,6,1,0,0,21,209064.21052243232
2002,97202,5,3,1,5,23,218584.08634794762
2022,122466,4,1,1,5,3,300727.3943075716
2019,33535,6,2,0,2,6,308079.05034619465
2020,277016,1,2,1,4,5,255679.21859648472
2019,223309,7,2,1,0,6,277073.45075008273
2022,229298,5,1,1,1,3,292064.6344657799
2011,233033,5,0,0,2,14,238595.93405102054
2007,67722,2,2,1,5,18,236308.70871608533
2020,263542,1,3,1,2,5,252150.05112173563
2015,104955,1,3,1,3,10,262344.4167412196
2000,131404,7,3,0,0,25,204363.44500555078
2002,244344,0,0,0,1,23,180086.35241719856
2019,30649,6,2,0,3,6,306907.1527248409
2005,206347,3,1,1,5,20,200800.01212133697
2013,43522,6,1,1,3,12,276200.5934246715
2022,272727,5,0,0,0,3,277705.79752518
2014,36858,2,0,1,0,11,275773.7577984211
2015,298051,7,3,0,2,10,258866.0168441236
2005,279953,2,2,1,1,20,194052.10056614992
2003,131526,3,0,1,4,22,205068.91247959304
2005,298282,3,2,1,5,20,197900.44261876596
2005,175417,6,2,1,0,20,220948.42012228517
2005,294717,7,2,1,5,20,206702.36808377784
2008,21249,7,3,1,4,17,266941.3065281374
2013,208168,0,0,1,2,12,235856.39079500275
2001,266805,1,2,1,1,24,169871.79815010494
2014,253683,7,2,1,4,11,250995.07392662854
2002,85008,5,1,1,4,23,213216.38642957728
2007,235308,1,0,0,4,18,220914.46381132305
2011,83081,7,0,1,3,14,258435.81503518936
2009,103276,7,2,1,0,16,257070.41183752395
2002,46037,2,1,0,0,23,221840.5617341419
2007,247093,7,0,0,1,18,222327.21151264835
2010,164287,6,2,1,5,15,246663.01218360447
2017,60352,7,0,0,3,8,293347.50238096167
2021,194188,4,2,1,3,4,281647.408055977
2000,284733,1,3,0,4,25,174856.17534316826
2015,277345,7,0,1,4,10,242060.86380903827
2017,297476,2,0,0,2,8,255115.01151595262
2012,260732,2,1,0,4,13,226043.95632328623
2006,202318,1,2,0,0,19,200385.68408058165
2008,166156,1,0,0,0,17,211706.96165843753
2005,210468,2,3,0,3,20,204343.98539731497
2021,273022,0,0,0,0,4,260583.09351401962
2008,218463,6,2,0,0,17,232078.58623347786
2021,132663,5,0,0,2,4,306378.7744491146
1998,163735,5,2,1,1,27,184300.05217101445
2020,201392,2,3,1,1,5,267484.3607312802
2009,140432,4,3,0,2,16,245266.27666587173
2013,198048,1,1,1,4,12,234823.40366536222
2001,232154,3,1,1,5,24,182717.6614678209
2002,205256,4,0,0,1,23,198940.93221477608
2020,51510,3,0,0,3,5,286914.7538625734
2016,77316,2,1,0,2,9,275820.73082130175
2013,206870,1,3,0,3,12,236660.66978759615
2016,154023,6,1,0,3,9,269649.2256023686
2020,152264,5,0,1,3,5,285004.1307544289
2008,270035,6,1,1,0,17,219302.25845176997
2015,247966,5,0,1,1,10,252593.46242976704
1999,210384,4,0,0,1,26,185740.75303341748
2016,113351,4,0,1,2,9,283405.21534152294
2000,202943,2,1,0,1,25,192771.18828509838
2001,43189,5,0,0,3,24,217840.38994856237
2018,94210,3,0,1,4,7,285560.9649822865
2010,69951,6,1,0,1,15,258332.16036289907
2016,211336,0,2,1,5,9,244345.99338903537
2000,25059,2,1,0,3,25,211984.10668377136
2003,105626,2,2,0,2,22,208840.57422701726
2002,259916,2,2,1,2,23,187785.273460209
2002,282234,1,3,0,3,23,178402.84854114597
2003,206222,5,1,0,4,22,200793.3163477391
2001,238829,4,1,1,4,24,189432.78015104297
2020,126131,2,3,0,3,5,289942.72849407716
2020,284950,0,3,0,5,5,251908.70960208378
2015,241961,1,3,0,5,10,241208.2406450178
2003,183284,4,1,0,2,22,204422.89076058622
2005,216843,6,1,1,3,20,221616.3544691926
2019,38568,2,2,0,5,6,292821.6943813345
1998,66324,4,1,1,1,27,205276.82122623647
1998,218820,2,0,0,0,27,174254.4839148153
2012,196739,1,2,1,1,13,227564.21580871462
2016,72410,1,1,1,0,9,278325.33598338143
2014,70274,5,0,1,0,11,279527.4654208881
2011,257678,5,2,1,4,14,242839.1085893999
2021,170363,0,3,1,0,4,273850.9124565851
2014,190655,0,0,0,0,11,241302.75811553953
1999,225828,2,3,0,2,26,178514.57949471945
2021,199599,0,2,1,4,4,275168.8113658645
2001,100805,3,2,1,4,24,202997.1488988555
2003,267935,4,2,1,4,22,182109.35258727588
2002,287455,2,2,0,1,23,183080.7877275812
2003,92323,2,1,1,0,22,210386.7560850851
2014,25819,1,3,1,4,11,269264.0608643973
2008,190776,1,0,1,2,17,216851.97051491714
2020,225867,1,3,1,3,5,274390.70698744943
2004,126730,4,1,0,5,21,214065.87031118717
2014,145536,3,2,1,4,11,258287.70316415437
2013,54384,5,1,0,2,12,276137.86325749534
2007,84548,4,2,0,3,18,241420.0544268789
2003,232522,3,2,0,4,22,187587.67322390783
2007,45901,7,2,1,1,18,256234.55356929018
2006,208383,4,0,1,0,19,223514.44359037207
2002,115286,6,1,1,4,23,221257.23284922686
2012,225457,6,0,1,5,13,249235.09575343263
2007,241939,4,1,1,1,18,205663.19294302922
2020,120186,1,1,1,0,5,276012.0593892424
2015,79142,4,1,1,3,10,271389.50554130354
2012,291867,3,0,0,2,13,234706.19956512196
2013,184051,0,1,0,0,12,237948.17817253762
2000,151856,4,3,1,0,25,199389.32509611282
2006,39161,5,1,1,5,19,246263.85140398485
2008,79031,4,0,0,3,17,235832.07735202025
2013,212456,1,1,1,2,12,234944.5594211004
2009,182504,6,2,0,0,16,235683.41240218998
2001,290740,7,0,0,3,24,189418.95995185067
2020,124569,7,0,1,1,5,298520.5664104401
2008,150040,5,1,1,4,17,238422.889387226
2021,147500,1,0,0,2,4,281700.2708281446
2021,184745,0,2,0,3,4,275811.6471334255
2012,163247,4,1,0,2,13,255638.1468183655
2004,24520,2,3,1,5,21,215594.20788273553
2016,53713,1,2,1,3,9,271971.1979148763
2019,261874,0,0,1,2,6,250330.56361623068
2013,220728,5,2,1,0,12,249058.52275802035
2015,39171,3,2,1,5,10,269138.7463981341
2003,196341,3,2,0,5,22,196427.6889862047
2015,241036,7,2,0,3,10,261559.60753560808
2003,215947,1,1,1,2,22,185923.15368076216
2021,130177,4,2,1,2,4,291013.45877543854
2006,35379,7,0,0,3,19,256454.70307214637
2011,240701,6,0,0,0,14,241798.45599217663
2022,27592,5,3,0,4,3,319330.22095065576
2003,121712,7,2,1,4,22,223635.35152600988
2000,222293,6,1,1,4,25,197525.16893390607
2012,204889,0,1,1,4,13,224585.82595534532
2009,276680,1,0,0,5,16,204831.7800235738
2002,244876,4,3,0,0,23,196883.1002348555
2020,212907,7,1,0,5,5,285845.41093264363
2010,77185,7,2,0,2,15,267061.86885176937
2022,159865,1,3,0,4,3,291136.6009366765
2009,167996,5,2,1,1,16,233841.67294111033
2003,187322,6,2,1,5,22,210172.9572510683
2014,28784,6,1,1,1,11,280015.85186395707
2015,249541,4,2,0,4,10,252033.14982673596
2000,71931,4,1,1,1,25,212660.1796498786
2014,36900,3,2,0,5,11,273723.8720147779
2008,133641,2,3,1,1,17,231229.89929990924
2017,97473,3,3,1,3,8,278363.2785346931
2002,39245,3,2,0,1,23,217286.8364220992
2003,34470,7,3,1,4,22,245226.6536170552
2003,121664,2,2,1,3,22,202042.5357307989
2020,82700,7,3,1,4,5,307752.08865687746
2010,39257,4,0,0,0,15,260470.41202001367
2006,289076,1,0,0,4,19,202560.498710269
2019,67561,1,2,0,0,6,289004.4742699268
2002,269990,3,3,0,1,23,187488.19177882504
2012,123859,7,3,1,4,13,256597.18880753356
1999,23668,6,2,0,1,26,218066.07319552303
2014,35768,6,1,1,0,11,282200.7181052641
2000,84800,0,3,1,2,25,186360.7312538049
2018,186583,4,0,0,0,7,275318.75837766443
2015,113018,0,3,0,2,10,263302.72774543596
2006,181450,4,0,0,3,19,212857.82841527165
2021,80289,4,0,0,4,4,309264.8636972451
2010,56295,3,1,0,5,15,257272.25892162896
2022,29162,5,0,0,1,3,319550.3803333432
2002,117257,6,0,0,2,23,218417.85409066206
2002,144893,5,0,1,2,23,203637.46584938926
2001,42295,4,2,0,4,24,216400.63290991736
2008,283503,6,3,1,2,17,226058.0191086843
2003,55186,4,0,1,4,22,230908.75743631768
2019,132944,3,2,1,3,6,279494.50074831065
1998,46982,0,3,0,4,27,191486.7526545766
2004,118924,5,3,0,4,21,216466.08673955424
2005,59774,1,2,0,5,20,224700.7088683807
2007,139756,0,2,0,1,18,214978.95674675942
2008,105400,4,0,0,4,17,233818.95699015915
2006,100414,2,2,0,2,19,218954.59314496204
2000,98937,4,1,1,0,25,197180.46835962997
2014,50859,6,1,0,5,11,285086.5823180517
2007,50653,1,0,1,2,18,233087.1404355723
2014,45064,5,3,1,0,11,284494.6589018508
2008,26829,3,0,0,3,17,253829.884284615
2000,255758,1,0,1,5,25,167804.94170571346
2003,105672,6,1,0,0,22,218836.46816616255
2006,56207,6,1,0,4,19,251356.74478755041
2005,113897,3,0,0,2,20,229634.9385239624
1999,250557,1,0,0,1,26,173055.47705400118
2022,104205,3,2,0,4,3,297064.01110977575
1998,72032,3,3,0,1,27,196022.35156796532
2012,282647,1,1,0,3,13,220364.28099458135
2020,273182,5,0,0,0,5,269997.60715298523
2002,69773,3,0,1,2,23,210222.27368923646
2017,100934,3,2,0,3,8,283805.15659182915
2001,259872,3,1,0,3,24,186660.23342786627
2014,235778,7,3,1,1,11,248337.74650819798
2017,213136,4,3,0,2,8,257545.3888808427
2015,286883,6,1,0,0,10,247900.69281904475
2010,49164,4,3,0,4,15,255550.16201641707
2008,26108,0,3,0,1,17,238148.939270147
2009,140808,4,2,1,4,16,240491.74882965328
2001,297665,2,2,1,4,24,173920.38021001275
2017,170091,2,2,1,4,8,261977.82577142984
2021,167690,2,1,1,3,4,288052.83891798096
2017,150314,0,3,0,3,8,257699.17717007716
2022,147413,3,3,0,1,3,295413.2820028913
1999,157092,5,1,1,5,26,193108.4956730576
2001,145613,6,0,1,5,24,211905.10866660232
2000,232877,6,2,0,2,25,187290.7847717934
2016,224313,3,2,0,5,9,249239.9549223751
2007,52500,5,2,1,5,18,248140.20189800096
2006,48466,4,0,0,1,19,238686.09196260342
2008,146101,6,1,1,3,17,239608.11745648363
2007,109137,2,3,0,2,18,235644.275860567
2013,284564,3,1,0,1,12,235300.67424533004
2020,121390,3,2,0,3,5,274958.32187992096
2013,213913,2,3,0,2,12,240465.83340462277
2000,197668,0,2,0,0,25,185451.5635814544
1999,69011,6,1,0,1,26,199376.22946834218
2012,75074,0,3,1,1,13,254627.8767567538
2010,246019,3,2,0,1,15,229063.60970498077
2015,260205,7,3,0,4,10,247020.25888148262
2001,186809,7,1,1,0,24,207353.60969210378
2013,86973,5,0,0,4,12,266462.53899618366
2002,184864,1,1,0,4,23,191374.3871998508
2011,131132,5,0,0,4,14,246111.98711349632
2016,210986,3,1,0,1,9,250036.2954719954
2016,55847,2,2,0,5,9,278529.8475046834
2013,296336,2,1,0,4,12,231901.4216098038
2006,171856,7,1,0,1,19,233235.89539412627
2018,190968,5,1,0,4,7,272348.6180780381
1998,199487,6,0,0,0,27,187413.2690095079
2007,298283,0,3,1,5,18,188525.155361251
2001,204341,5,1,0,3,24,196423.51541655787
2004,283588,1,1,0,2,21,186449.50549426384
2017,120193,1,1,0,4,8,267368.4005794779
2012,243553,1,3,1,3,13,228772.65538322614
2003,219307,1,2,0,1,22,197062.25503344976
2014,121407,4,1,1,3,11,258917.212132526
1999,46399,2,3,0,2,26,200313.39158548537
2014,221880,5,2,1,3,11,254895.55307174203
2022,69044,0,1,1,2,3,287419.014142657
2008,191452,7,1,1,1,17,226271.4570254425
2015,278421,2,2,0,4,10,238479.03042103615
2012,297283,0,3,1,0,13,218404.85889698358
2010,43618,1,1,0,4,15,258859.1515421931
2010,224960,5,2,0,2,15,224829.01360519792
2017,275323,1,2,1,2,8,241795.06883837748
2015,66671,6,1,0,3,10,281860.9925639516
2016,92267,6,2,0,0,9,282068.51899584464
2018,281480,1,0,0,1,7,249367.77677429924
2012,127825,5,2,1,0,13,252171.4281074004
1998,102675,0,0,1,3,27,184832.4940112785
2007,274484,3,2,1,2,18,205504.81004816847
1999,128887,2,2,1,2,26,190510.3730476896
2007,155657,1,0,1,2,18,223926.5353845061
2022,147642,0,3,0,4,3,284220.7270051257
2019,225955,1,1,0,4,6,265146.8674219433
2005,227754,1,1,0,5,20,203775.16043395293
2020,90311,6,1,1,1,5,298000.6494971253
2004,247906,1,1,0,4,21,175954.33608061084
2011,230210,1,0,1,0,14,225925.41731775642
2015,25947,5,0,1,5,10,288186.5837340479
2007,180230,4,2,1,0,18,226865.88109795153
2002,93871,4,1,0,3,23,216659.35991182324
2011,280398,7,0,1,1,14,236595.1252550397
2006,28992,2,0,0,4,19,231068.21573647912
2022,277146,4,3,0,5,3,285293.7964193677
2013,208167,5,0,0,2,12,250398.4650875492
2020,183011,1,0,1,5,5,270906.11689021246
2009,293120,1,0,1,3,16,201042.1493753373
2012,179594,0,0,1,3,13,233428.38421942922
1999,215892,4,0,0,2,26,182357.49325760585
2014,262190,2,0,1,4,11,243246.1436763169
2021,96622,5,0,0,4,4,303257.7443914829
2016,173705,7,1,1,1,9,270572.1184344526
2020,224880,3,2,0,1,5,273391.0530294066
2006,211842,1,3,1,5,19,210627.65559211126
2001,93604,4,3,0,4,24,201641.0751305179
2004,194537,5,0,0,4,21,205803.43447397446
2008,114407,4,3,0,2,17,231680.40763429645
2012,211069,4,2,1,4,13,236733.10470167492
2015,117386,3,3,0,3,10,265544.44925885374
2020,258049,3,3,0,0,5,267895.0958259045
2015,295367,4,3,1,5,10,240083.8016087509
2000,74773,2,3,1,3,25,202479.24639510954
2019,41057,5,3,1,2,6,300850.7919876656
2010,35630,0,2,1,0,15,250182.63613816458
2007,133200,5,2,0,5,18,228678.31992467592
2009,45463,4,3,1,1,16,260344.73883556123
2014,114326,1,0,1,1,11,251730.66117906672
1998,84380,6,0,0,5,27,199754.87211199774
2007,239028,5,0,1,2,18,219791.03779177507
2017,83953,4,3,1,3,8,274507.6898859749
2018,254722,5,0,0,4,7,259605.17470402984
2002,147692,5,1,1,4,23,209942.60509521308
2006,157582,7,2,1,2,19,238081.09308271215
2011,185012,6,0,0,5,14,248118.29918375987
2006,154816,5,0,1,5,19,223533.3676259442
2010,105688,0,2,1,3,15,236356.04075081646
2022,94039,0,1,1,4,3,283929.910409484
2004,158057,6,0,0,1,21,217255.9160094416
2009,104749,3,2,0,0,16,238727.59164387482
2002,242036,2,3,1,4,23,188664.04255471035
1998,264974,6,0,1,3,27,181796.70417199546
2009,184365,0,1,1,3,16,220460.2223590611
2004,138674,2,1,1,5,21,200419.43533896888
2014,169389,5,0,0,1,11,254144.3674578712
2000,140189,5,2,0,5,25,194570.41003018795
2002,87554,1,2,0,1,23,210224.07824458083
2020,74737,1,3,0,3,5,293009.19843143807
2017,21473,7,3,0,4,8,298535.79514564155
2014,34192,2,0,0,4,11,273565.76855521253
